,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
666,16,1,0,2,2,1,3,5,4,5,5,2,1,2,2,5,4,5,2
667,2,1,0,2,1,1,3,5,5,3,3,2,1,3,1,4,3,4,2
668,6,1,0,2,2,2,3,4,4,3,2,2,1,2,1,4,4,5,1
669,5,1,0,1,1,1,3,4,4,4,5,5,1,5,1,5,5,5,1
670,3,2,0,2,1,2,3,5,4,3,1,3,1,2,4,2,2,4,1
671,3,2,0,2,1,1,3,4,4,4,4,2,3,5,2,5,4,5,1
672,4,1,0,1,1,1,3,4,3,1,4,2,2,4,2,4,4,4,2
673,5,1,0,2,1,1,3,5,4,5,4,2,3,4,2,5,4,5,2
674,11,2,0,2,1,1,3,4,3,3,4,3,3,3,3,4,4,4,2
675,4,2,0,1,1,1,3,5,3,3,2,4,1,2,4,4,2,4,2
676,16,1,Ragdoll,2,1,1,3,4,4,5,4,2,1,3,2,5,5,5,1
677,4,2,0,1,1,1,3,4,5,5,4,2,1,2,1,5,4,5,2
678,9,1,British short hair,1,2,1,2,5,3,1,5,1,1,5,1,5,5,5,1
679,5,1,0,2,1,1,4,3,3,1,2,4,1,3,2,4,4,3,2
680,1,2,British blue ,1,1,1,3,5,5,3,5,2,1,5,2,4,5,5,1
681,6,1,0,2,1,1,3,5,3,1,5,2,1,4,1,5,5,4,2
682,4,2,0,1,1,2,4,3,2,1,3,5,1,3,4,3,2,4,4
683,4,1,0,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,2
684,5,2,0,1,1,1,4,3,4,4,2,2,3,3,2,4,3,4,2
685,3,2,0,2,1,1,3,5,4,3,5,2,3,5,3,5,4,4,2
686,14,2,0,2,2,1,4,3,3,5,2,2,1,1,2,5,4,5,2
687,9,2,Bengal,2,1,2,3,4,5,5,3,1,1,4,1,5,5,5,2
688,5,1,0,2,2,1,3,4,4,4,3,3,3,3,3,4,3,4,3
689,5,1,0,2,2,1,4,4,4,3,4,5,1,3,2,5,4,3,4
690,6,2,0,2,1,1,3,4,4,4,2,4,1,1,2,5,2,5,4
691,5,2,0,2,1,1,3,5,5,5,5,5,1,3,4,4,3,5,2
692,5,2,0,2,1,1,3,5,4,1,4,4,1,3,2,4,3,2,4
693,4,1,Moggy,2,1,1,2,5,5,3,5,5,1,5,1,5,5,5,1
694,10,2,0,2,1,1,3,5,5,4,4,2,1,4,1,5,5,5,1
695,13,2,Birman,2,1,1,3,4,3,4,1,4,2,3,2,4,1,3,3
696,6,1,0,2,1,1,3,5,3,4,4,2,1,4,2,5,5,5,2
697,19,2,0,2,1,1,2,3,3,1,4,4,1,4,2,4,4,4,2
698,17,2,0,2,2,1,4,5,3,4,5,2,1,4,1,4,5,4,2
699,12,1,0,2,2,1,3,5,5,5,5,1,1,3,1,5,5,5,3
700,1,1,Bengal,2,2,1,3,5,5,5,5,4,1,5,2,4,4,5,1
701,6,1,Bengal cross,2,1,2,2,4,4,3,3,4,1,2,2,3,3,4,1
702,2,2,0,2,1,1,3,4,5,5,5,1,1,4,1,5,5,5,1
703,7,1,0,2,1,1,3,4,4,5,5,1,1,3,1,5,4,5,1
704,8,2,0,2,2,1,4,3,3,4,3,2,3,4,1,4,3,5,4
705,5,2,0,1,1,1,3,4,4,3,4,4,1,4,4,5,5,5,3
706,10,1,0,1,1,1,4,3,3,1,4,5,1,5,2,4,3,5,2
707,5,1,0,2,1,2,3,3,3,3,4,3,1,1,3,5,5,4,4
708,2,1,Bengal,2,1,2,3,5,5,3,2,4,1,2,4,3,2,4,4
709,3,2,0,2,1,1,3,4,4,4,4,4,1,4,2,5,4,5,2
710,3,1,0,2,1,1,3,3,3,3,2,2,1,4,4,4,2,4,2
711,12,1,0,2,1,1,3,3,4,4,4,2,1,4,2,4,4,4,3
712,2,2,Ragdoll,1,1,1,3,3,4,1,5,2,5,5,1,5,5,5,1
713,18,1,0,2,1,1,3,4,3,5,3,2,1,3,3,3,3,4,2
714,17,1,0,1,1,1,3,3,3,4,3,2,1,4,2,4,4,4,2
715,6,1,0,2,1,1,3,3,4,5,5,4,1,3,2,5,5,4,4
716,11,1,birman cross,2,2,1,4,4,4,3,4,2,3,3,4,3,3,4,3
717,13,1,0,2,2,2,4,3,3,3,5,3,1,3,3,5,4,4,3
718,12,1,0,2,1,2,3,3,4,5,5,1,1,3,1,5,5,5,1
719,7,1,0,1,1,1,3,4,4,1,5,3,2,3,3,4,4,4,3
720,5,1,0,2,1,1,3,4,4,4,3,1,1,4,3,5,5,5,2
721,3,2,0,2,1,1,3,5,4,1,3,3,1,3,3,4,4,5,2
722,16,2,0,2,2,1,3,3,4,4,3,2,1,3,3,5,3,4,3
723,3,1,0,2,1,1,3,5,5,5,4,2,1,3,2,5,4,5,1
724,5,2,0,2,1,1,4,5,5,1,5,1,1,5,1,5,5,5,2
725,1,2,british shorthair,1,1,2,2,4,5,1,3,3,1,3,2,3,2,3,3
726,11,2,0,2,1,1,3,5,4,4,4,4,1,5,1,5,5,5,1
727,8,1,0,2,1,2,3,5,5,3,5,2,1,3,2,4,4,4,2
728,3,2,0,2,2,1,3,5,3,2,3,3,1,5,3,4,3,4,2
729,13,2,Turkish van,2,2,1,3,3,3,3,3,3,3,2,3,4,3,4,3
730,5,1,0,2,1,1,3,4,4,3,5,4,1,2,2,4,4,4,4
731,10,2,Birman,2,1,1,3,3,4,3,5,5,1,3,2,5,5,5,3
732,4,1,0,2,2,2,4,5,5,3,5,2,1,3,3,5,4,4,1
733,8,1,0,2,1,1,3,3,4,4,5,3,1,4,2,5,5,5,2
734,6,1,0,2,1,1,3,5,5,3,5,3,1,3,1,4,5,5,3
735,12,1,Persian chinchilla,2,1,1,3,4,4,4,4,4,1,3,2,4,2,5,2
736,2,2,0,2,1,2,3,5,4,1,1,5,1,1,5,2,1,2,4
737,6,2,0,2,1,1,3,5,3,1,2,3,1,3,5,4,2,3,1
738,10,1,0,2,1,2,4,4,4,1,2,3,1,3,2,4,4,4,3
739,2,2,russian blue,2,1,2,3,4,4,1,2,4,1,4,4,4,2,4,2
740,3,2,0,1,2,1,3,5,5,4,4,3,1,3,2,4,4,5,1
741,11,2,0,2,2,2,3,4,3,3,4,2,2,4,2,4,3,3,1
742,6,2,0,2,1,1,4,3,3,5,4,1,1,5,1,5,5,5,1
743,8,1,0,2,1,2,3,4,4,4,5,1,3,4,2,5,3,3,3
744,13,2,Abyssinian cross ,2,1,1,4,3,2,1,4,3,1,3,1,5,4,5,2
745,4,1,0,2,1,1,3,5,5,5,2,2,4,2,4,2,2,2,3
746,5,1,0,2,1,1,3,5,4,3,4,1,3,4,1,5,4,5,1
747,1,1,0,2,1,1,3,5,5,3,4,1,1,4,2,5,4,5,1
748,7,1,0,2,1,1,3,4,3,3,4,2,1,2,2,4,4,4,4
749,3,2,0,2,1,1,3,4,4,5,5,2,1,4,1,5,5,5,2
750,5,1,0,2,1,1,4,5,4,3,1,2,3,2,4,3,1,4,2
751,2,1,0,2,1,1,3,5,4,4,4,2,1,4,2,5,4,5,2
752,1,1,0,2,1,1,3,4,3,4,4,2,1,2,2,5,4,4,2
753,3,1,0,2,2,2,3,5,4,1,4,4,2,1,5,4,2,4,5
754,2,2,0,2,1,1,3,5,4,3,2,4,1,3,4,2,3,3,1
755,13,1,0,2,1,1,3,5,4,4,4,2,3,3,2,4,3,4,2
756,4,1,0,1,1,1,3,3,3,3,1,1,1,5,1,5,2,5,3
757,19,1,0,2,2,1,3,4,3,5,4,1,1,4,2,4,4,4,2
758,9,1,0,1,1,1,4,5,4,5,5,1,1,5,2,5,5,5,1
759,13,2,0,2,2,2,3,4,5,5,2,5,3,1,1,5,2,5,4
760,7,1,Siamese,1,1,2,3,5,4,4,5,2,1,4,1,5,5,4,2
761,8,2,0,1,2,1,2,4,3,5,1,3,3,2,3,2,2,3,3
762,3,1,0,1,1,1,3,5,4,5,3,2,1,4,2,5,4,5,2
763,12,2,0,2,2,2,4,4,3,3,5,5,2,2,1,5,4,5,4
764,5,1,Sphyinx ,1,1,1,3,3,5,5,5,1,1,3,1,5,5,5,1
765,1,1,0,1,1,1,3,4,4,2,4,4,1,2,4,2,3,3,3
766,4,1,0,2,1,1,3,4,4,1,4,2,1,4,2,5,5,5,1
767,9,1,0,2,1,2,3,3,5,2,5,2,1,3,3,5,5,3,2
768,15,2,Maine Coon,1,2,1,3,4,4,3,5,1,1,5,1,5,5,5,1
769,11,1,0,1,1,1,4,4,3,3,4,4,1,3,3,5,4,4,3
770,13,1,0,1,1,1,3,5,4,4,4,1,3,3,2,4,2,5,1
771,3,2,0,1,1,1,3,5,5,4,4,2,1,4,2,5,4,5,1
772,4,2,Burmese,1,1,1,3,4,4,3,5,1,1,5,1,5,5,5,1
773,3,1,0,1,1,1,3,4,4,3,4,3,1,4,1,5,4,4,3
774,13,1,0,2,1,1,3,5,5,3,5,2,1,5,2,5,5,5,1
775,2,1,0,1,1,1,3,5,4,1,1,2,1,4,1,5,1,5,1
776,4,1,0,1,1,1,3,4,4,4,4,2,1,4,2,4,4,4,2
777,3,2,devon rex,1,1,1,3,5,5,4,5,2,1,5,2,5,4,5,2
778,9,1,longhair,1,1,1,2,5,5,5,4,2,1,3,1,5,5,5,2
779,10,1,Siamese ,1,1,1,3,4,4,4,5,2,1,5,1,5,5,5,1
780,1,1,0,1,1,1,3,4,4,4,4,2,1,4,1,5,5,5,2
781,7,2,0,1,1,1,3,5,5,3,5,4,1,3,3,5,5,4,3
782,1,2,Abyssinian,1,1,1,3,5,4,1,3,2,1,4,1,4,2,5,2
783,13,1,0,2,1,1,3,5,5,5,4,2,1,2,1,5,5,4,2
784,8,1,0,2,1,1,3,4,4,5,2,3,1,4,3,5,4,5,2
785,6,2,0,2,1,1,3,5,5,5,4,1,2,4,1,5,5,5,1
786,7,1,0,1,1,2,3,5,4,4,2,1,3,4,1,4,3,3,3
787,13,1,0,1,1,1,3,3,4,4,2,5,1,2,3,4,3,4,3
788,8,2,0,2,1,1,3,5,4,5,4,2,3,4,2,5,4,4,3
789,3,2,0,2,2,2,2,3,3,1,3,5,1,2,2,4,4,4,4
790,7,1,0,2,2,1,3,5,4,4,5,1,1,4,1,5,4,5,1
791,5,1,Turkish van ,2,1,1,3,5,5,4,5,1,1,4,2,5,5,5,1
792,4,2,0,2,2,2,3,2,1,3,1,5,4,3,4,1,1,3,3
793,6,2,Russian Blue,1,2,1,3,5,3,1,5,2,1,2,2,5,5,5,1
794,10,2,Part Burmese,2,1,1,4,4,3,3,2,3,1,3,1,4,3,3,3
795,3,2,EGYPTIAN MAU,2,1,1,3,5,5,5,5,2,1,5,1,4,4,5,1
796,3,1,0,2,1,1,3,5,4,5,4,1,1,2,2,5,5,5,1
797,8,1,Bengal ,1,1,1,3,5,5,5,5,3,1,2,1,4,5,5,3
798,15,2,0,2,1,1,3,3,3,5,2,1,1,3,1,1,3,5,1
799,6,2,0,2,1,1,3,4,3,3,4,2,1,4,1,5,4,4,2
800,10,1,0,2,2,2,3,5,4,3,4,1,5,4,1,5,5,5,1
801,5,1,0,1,1,1,3,3,2,1,1,5,1,3,4,4,1,5,4
802,2,1,0,2,1,1,4,4,4,4,4,5,1,2,3,5,4,5,4
803,1,2,0,2,1,1,3,5,5,4,5,1,1,5,2,5,5,5,1
804,12,2,0,1,1,1,4,3,3,4,2,2,1,4,2,4,2,4,2
805,13,2,0,2,2,1,3,3,3,1,5,4,1,3,1,5,5,4,3
806,7,1,0,2,1,1,2,4,3,2,3,2,1,2,3,4,4,4,2
807,2,1,0,2,1,1,3,5,5,3,5,2,3,4,1,5,4,4,2
808,11,2,0,2,2,1,4,4,3,5,4,2,1,4,2,4,4,4,2
809,3,1,Neva Masquerade,1,1,2,3,3,4,4,5,2,1,4,2,5,5,5,2
810,2,1,sphynx,2,2,2,3,5,4,4,4,2,1,3,1,5,4,5,2
811,11,1,0,2,1,1,4,5,3,3,5,4,3,5,5,3,5,4,3
812,13,2,0,2,1,1,4,3,3,4,2,2,1,3,2,5,2,5,1
813,1,1,0,1,1,1,3,5,5,3,5,5,3,5,3,4,5,4,2
814,12,2,0,2,2,1,3,3,3,5,5,2,1,4,1,5,5,5,2
815,13,2,Maine Coon,2,2,1,4,4,3,3,2,2,1,4,2,4,2,5,1
816,1,1,bengal,1,1,1,3,5,4,4,4,2,1,4,2,5,4,4,1
817,8,1,0,2,1,2,2,4,4,3,4,3,1,2,2,4,3,4,3
818,6,2,0,2,1,2,3,4,4,3,3,1,1,4,1,5,4,5,1
819,4,1,0,2,1,1,3,5,5,4,5,4,1,4,2,5,5,4,4
820,6,1,0,2,1,1,3,4,3,3,1,3,1,3,4,4,4,4,1
821,2,1,0,2,1,1,3,5,4,5,5,1,1,4,2,5,5,5,1
822,10,1,"Part domestic, part siamese",2,1,1,3,4,4,5,4,2,1,4,1,5,5,5,4
823,2,1,Devon Rex,2,1,1,3,4,5,4,5,2,1,4,2,5,4,5,2
824,2,2,0,1,1,2,3,4,5,5,3,1,1,4,1,5,5,1,4
825,3,1,0,2,2,2,3,3,3,3,2,4,1,2,3,4,4,4,5
826,5,1,0,2,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2
827,5,1,0,2,1,1,3,3,4,1,5,4,1,3,2,4,5,3,4
828,3,2,0,2,1,1,3,4,4,3,4,1,1,3,2,5,4,5,1
829,4,2,Sacred Birman,1,1,2,3,4,4,3,4,2,1,3,2,4,4,5,1
830,3,1,0,2,1,1,3,5,4,4,4,2,1,3,1,4,3,4,3
831,6,1,0,1,1,1,4,4,4,1,4,3,1,2,3,4,4,3,3
832,12,1,0,2,2,1,3,5,5,5,4,2,1,3,2,5,4,5,3
833,13,2,0,1,1,1,4,3,1,2,2,4,1,3,3,5,2,3,4
834,8,2,Ragdoll,1,1,1,3,5,4,5,3,2,1,2,2,4,4,4,2
835,7,1,0,2,1,1,3,5,3,5,5,2,1,5,1,4,4,5,4
836,3,1,British Blue,2,1,1,3,5,5,3,2,3,1,4,3,4,3,5,1
837,3,1,0,2,1,1,3,5,5,3,0,0,1,0,0,0,0,0,0
838,3,1,0,2,1,1,4,3,3,1,2,4,1,2,2,4,3,4,5
839,5,2,0,2,1,1,3,5,5,3,4,2,1,4,3,5,4,5,3
840,2,1,0,1,1,1,3,5,4,5,3,3,1,3,2,5,3,4,2
841,1,1,0,2,1,1,3,4,4,5,5,2,3,4,2,4,4,5,2
842,6,1,0,2,1,1,3,5,3,3,4,2,1,4,4,4,4,4,1
843,8,1,0,2,1,1,3,5,3,4,4,1,3,4,2,4,4,4,2
844,8,1,0,2,1,1,4,5,4,3,0,0,1,0,0,0,0,0,0
845,3,1,0,2,1,1,3,5,4,3,3,1,3,2,2,4,2,5,1
846,8,1,0,2,2,1,3,4,3,5,4,4,1,3,2,5,4,5,3
847,10,1,Long haired ginger somali,2,1,1,3,4,5,3,5,2,1,4,1,5,5,5,2
848,8,2,0,2,1,1,3,4,3,4,0,0,1,0,0,0,0,0,0
849,5,1,0,2,1,1,3,5,5,5,2,2,1,1,4,4,1,2,1
850,15,1,0,2,1,1,4,3,4,1,3,3,1,3,2,4,4,5,2
851,8,1,Bengal,2,1,1,3,4,5,3,4,3,1,4,1,5,5,4,2
852,4,2,moggie,2,1,2,3,4,4,3,2,2,1,5,5,5,4,4,3
853,11,1,0,2,1,1,4,5,5,5,5,1,1,2,1,5,5,5,2
854,5,1,Balinese,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,1
855,3,2,0,1,1,1,3,5,5,5,5,3,1,4,1,5,5,5,3
856,10,1,0,2,1,1,3,4,3,4,4,2,1,3,2,5,4,5,2
857,1,1,0,2,1,1,4,5,4,3,4,2,3,4,2,3,3,4,2
858,4,2,0,2,1,1,3,4,3,1,3,3,1,4,3,4,4,3,1
859,19,2,Russian Blue,1,2,1,2,4,3,5,5,2,1,4,1,5,5,5,2
860,5,1,Maine Coon,2,1,1,3,5,5,4,5,1,1,5,1,5,4,5,1
861,1,2,0,2,1,1,3,4,4,4,5,2,1,4,2,4,4,4,2
862,1,1,0,2,2,1,3,4,3,3,5,3,1,4,2,5,4,5,2
863,3,1,0,1,1,1,3,5,5,4,3,1,1,5,3,5,5,5,1
864,2,1,0,2,2,2,3,4,4,3,2,3,4,2,3,2,2,3,3
865,11,1,Burmese cross ,2,1,1,4,5,3,3,5,2,1,4,1,5,5,5,2
866,13,2,0,2,2,1,3,4,4,3,5,2,1,4,1,5,5,5,2
867,14,2,0,2,1,1,4,4,3,4,2,3,3,3,2,4,3,4,4
868,6,1,0,1,1,1,4,5,4,3,4,4,1,4,1,5,4,4,2
869,19,1,0,1,1,1,3,5,5,3,4,2,1,5,2,5,4,5,2
870,6,2,0,2,1,1,3,5,5,3,4,4,1,2,4,5,3,5,4
871,9,2,0,2,1,1,3,5,4,4,5,4,1,4,2,5,4,4,2
872,10,2,0,2,2,1,3,4,4,4,4,3,2,2,3,3,2,3,3
873,5,2,0,2,1,1,2,1,1,4,2,2,3,4,4,4,2,4,1
874,5,1,0,1,1,1,4,3,3,3,3,1,1,2,4,4,4,4,2
875,16,2,0,2,1,1,2,3,3,5,5,1,1,4,1,5,5,5,1
876,8,2,0,2,2,1,3,5,4,2,2,4,1,4,3,4,3,4,4
877,10,2,0,2,1,1,3,5,4,4,4,3,1,3,2,4,3,4,3
878,3,2,0,2,1,1,3,5,5,1,4,3,3,4,3,4,3,4,4
879,12,2,0,2,2,1,3,4,3,5,5,1,1,3,3,4,5,5,1
880,1,1,0,1,2,1,3,4,5,1,4,3,1,4,2,5,5,5,3
881,1,1,British shorthair ,1,1,1,3,5,4,4,4,2,1,4,2,4,4,5,1
882,4,2,0,2,1,2,4,4,4,3,4,3,1,2,2,5,4,3,3
883,5,1,British shorthair,1,1,1,3,3,3,3,3,3,1,2,3,3,3,3,2
884,2,2,0,2,1,1,4,3,4,1,5,2,1,5,3,5,3,4,1
885,4,1,0,1,1,2,4,4,4,4,4,2,1,3,2,5,4,4,1
886,19,1,Half Birman half Tom cat,2,2,1,2,4,4,3,4,2,1,3,2,4,4,5,1
887,8,2,0,2,1,1,3,5,3,5,2,5,1,2,2,5,2,2,5
888,7,1,0,2,1,2,4,5,4,4,2,4,4,2,2,2,1,1,4
889,10,2,Old English tortoise-shell,2,1,1,2,4,4,3,4,4,3,3,2,4,3,5,3
890,1,2,0,2,1,1,3,5,4,3,4,2,1,4,2,5,4,5,4
891,8,2,0,2,1,2,3,1,3,2,3,5,1,2,2,5,3,5,5
892,2,2,0,2,1,2,3,4,4,3,5,4,1,2,2,5,3,5,2
893,10,2,0,2,1,1,3,5,3,1,4,2,1,4,3,4,4,4,2
894,5,2,0,2,1,1,3,5,5,5,4,2,1,4,2,4,4,5,2
895,22,1,0,2,2,1,2,4,1,4,5,2,1,4,2,4,5,4,2
896,1,2,0,2,1,2,3,3,4,1,2,5,2,3,2,4,4,5,4
897,2,1,Birman,1,1,1,3,4,4,3,3,4,1,4,2,5,4,5,4
898,13,1,0,2,1,1,3,5,4,3,4,1,1,5,2,5,5,5,1
899,6,1,Bengal,2,2,1,3,5,5,5,4,1,1,2,2,5,5,4,2
900,1,1,0,1,1,1,3,5,5,3,4,3,1,3,2,3,4,4,2
901,16,2,0,1,2,1,2,3,2,4,5,3,1,3,3,4,4,3,2
902,5,1,0,2,1,1,4,3,3,3,3,1,1,2,1,5,4,4,1
903,1,2,British Short Hair,1,2,1,3,5,5,4,5,4,1,5,1,5,5,5,2
904,6,1,0,2,1,2,3,5,3,1,4,5,1,1,1,5,2,5,4
905,3,2,0,1,2,2,4,4,3,3,1,1,4,2,3,1,1,2,4
906,8,1,0,2,1,1,4,4,3,4,5,1,1,4,1,4,2,5,2
907,2,2,0,2,1,1,3,5,4,4,5,1,1,4,1,5,5,5,4
908,8,1,0,2,1,2,3,5,5,5,1,1,1,2,2,5,1,5,3
909,5,1,0,1,1,2,4,3,3,3,3,4,3,2,2,4,4,4,2
910,10,2,0,1,1,2,3,5,5,5,4,2,3,2,2,4,2,5,2
911,2,2,0,1,1,1,3,5,5,4,4,2,1,2,3,4,4,4,1
912,8,1,Ocicat,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,2
913,1,2,0,2,1,1,3,4,5,4,2,3,1,3,4,2,2,4,2
914,6,1,Persian,2,1,1,3,5,5,5,4,2,1,4,4,4,4,5,2
915,3,1,0,1,1,1,4,4,3,3,2,3,1,3,1,5,3,4,3
916,9,2,Moggy,2,1,2,3,3,4,5,5,2,1,1,5,5,5,2,3
917,8,2,0,1,1,1,3,5,3,1,3,2,1,3,1,5,4,5,2
918,6,1,0,2,1,2,3,5,4,4,3,2,1,4,2,4,2,4,2
919,16,1,European short hair,2,2,1,1,4,3,3,4,2,1,3,3,4,4,4,1
920,11,1,0,2,1,1,3,3,4,4,3,4,1,2,2,5,3,5,3
921,6,1,Oriental longhair and Balinese,1,1,1,3,4,4,4,3,3,1,3,2,3,5,5,2
922,3,2,0,2,1,1,4,5,5,5,5,3,1,3,1,5,5,4,2
923,14,1,0,2,1,2,3,3,3,1,2,2,3,2,2,3,4,4,2
924,10,2,0,2,2,1,4,4,4,5,2,4,1,2,2,5,4,4,1
925,8,1,0,2,2,1,3,5,4,3,4,1,1,5,2,5,5,5,1
926,10,1,0,2,2,1,3,4,4,3,2,2,1,3,3,4,2,4,2
927,13,2,0,2,2,1,3,3,3,1,3,4,1,4,4,4,3,4,2
928,7,2,0,2,1,1,3,4,4,1,5,2,1,4,2,5,5,5,3
929,6,2,0,1,1,1,4,2,5,4,1,5,1,2,2,5,3,3,5
930,13,2,0,2,1,2,3,3,4,3,0,0,1,0,0,0,0,0,0
931,5,1,0,2,1,1,3,4,4,2,5,4,1,4,3,4,5,4,4
932,1,1,Burmese,1,1,1,3,5,5,3,3,2,1,4,2,5,4,5,1
933,10,1,Burmese,2,1,1,4,4,3,1,4,2,1,4,2,5,5,5,1
934,7,1,Ragdoll,2,1,1,3,4,3,3,5,5,1,5,1,5,5,5,1
935,2,1,0,2,1,1,3,3,5,3,4,2,2,2,4,4,4,4,4
936,2,1,0,2,1,1,3,4,3,3,3,4,1,2,3,4,2,3,3
937,3,1,0,2,1,1,4,3,2,5,3,2,1,3,2,5,5,5,1
938,11,1,0,2,1,1,3,4,3,4,3,2,3,3,2,3,3,3,2
939,9,2,0,2,1,1,3,5,4,4,5,4,2,2,2,4,5,4,1
940,1,2,0,2,1,1,3,4,4,5,2,5,1,2,2,4,3,2,5
941,2,1,0,2,1,1,3,4,3,3,5,1,1,4,1,5,5,5,1
942,8,2,0,2,2,2,3,4,4,3,2,4,1,1,4,3,2,5,5
943,9,2,0,2,1,1,4,3,4,5,5,4,1,2,1,5,5,5,4
944,7,1,0,2,1,1,4,3,3,4,0,0,1,0,0,0,0,0,0
945,5,2,0,2,1,1,4,5,4,2,3,4,1,4,4,4,4,4,3
946,16,2,0,2,2,2,3,3,1,4,4,4,1,5,3,4,3,4,1
947,7,1,Burmilla,2,1,1,3,3,3,3,1,2,1,2,3,4,2,3,2
948,1,2,0,2,1,1,3,5,5,4,5,3,1,5,1,5,5,5,1
949,2,1,0,1,1,1,3,5,4,1,3,2,1,5,2,4,4,4,1
950,3,2,0,2,1,1,3,5,5,5,4,2,1,2,1,5,5,4,3
951,3,2,0,1,1,2,3,1,4,5,1,5,1,2,3,3,1,5,5
952,13,1,0,2,1,2,4,5,4,4,5,4,1,2,2,5,5,3,2
953,13,2,0,1,1,1,3,4,4,4,3,1,1,4,2,5,4,5,1
954,2,2,0,2,1,1,3,3,4,3,5,3,1,4,3,4,5,5,2
955,6,1,0,1,2,1,3,4,5,3,4,4,1,4,2,5,4,4,4
956,2,1,0,2,1,1,2,5,4,2,5,5,1,5,2,5,5,5,2
957,10,2,0,1,1,1,3,5,5,3,5,2,1,2,2,5,5,5,2
958,12,1,simease mix,1,1,2,3,5,4,3,4,2,1,1,2,3,2,3,1
959,13,1,0,1,1,1,4,5,3,3,4,2,1,4,3,4,4,3,1
960,2,1,0,1,1,2,3,4,4,3,4,3,1,4,2,5,5,5,2
961,4,2,0,1,1,1,3,4,4,3,5,3,1,4,2,4,5,4,2
962,17,1,0,2,2,1,3,5,3,5,5,1,1,5,2,5,5,5,1
963,17,2,0,1,1,1,3,4,3,5,5,3,1,3,2,5,5,4,2
964,16,1,0,2,2,1,3,4,4,4,5,3,1,4,2,5,5,5,2
965,10,2,0,2,2,1,3,3,3,4,4,3,1,4,2,1,4,4,2
966,8,2,Siberian,2,1,2,3,5,4,3,2,4,1,2,3,2,2,4,4
967,3,1,0,2,1,1,3,5,5,3,5,3,1,4,1,5,5,5,1
968,8,1,siamese,1,1,2,3,5,3,5,2,1,1,4,3,5,4,5,1
969,2,1,Siberian,1,2,1,3,5,3,3,5,1,1,5,1,5,5,5,1
970,6,2,0,1,1,1,4,4,4,5,4,1,3,4,1,5,5,5,1
971,3,1,0,1,1,1,2,4,5,4,2,4,2,5,3,4,3,4,4
972,5,1,0,1,2,2,3,5,3,5,1,2,3,3,1,4,3,3,3
973,14,1,0,1,2,1,4,5,4,3,5,1,1,4,1,5,5,5,1
974,10,1,Bengal,1,2,1,2,5,4,4,4,2,1,4,1,3,4,5,2
975,2,2,Bengal,2,1,1,3,4,5,4,1,3,1,2,2,3,2,4,3
976,4,2,0,1,2,2,3,4,4,3,4,3,2,3,2,4,4,4,2
977,1,1,F1 Hybrid - ALC / Bengal,2,1,1,3,5,5,5,3,1,1,3,1,5,5,5,1
978,15,1,Bombay,2,1,2,3,5,5,5,5,1,1,4,1,5,5,5,1
979,17,2,0,2,2,1,3,4,5,1,5,2,3,4,1,5,5,5,1
980,16,2,0,1,1,1,4,4,3,5,4,3,1,2,3,4,4,4,3
981,3,2,0,1,1,2,3,4,4,3,2,4,1,4,4,4,2,1,5
982,15,1,0,2,2,1,2,5,4,4,2,4,3,3,2,4,3,4,4
983,9,1,0,1,1,1,4,3,3,1,1,5,1,5,5,5,5,5,3
984,9,2,0,2,1,1,2,5,3,4,4,2,3,4,4,4,4,4,2
985,1,2,Snowshoe,1,1,1,3,3,5,3,5,1,1,4,1,5,5,5,1
986,4,1,0,2,1,1,4,4,3,3,2,2,1,1,4,5,3,4,2
987,3,1,0,2,1,1,3,5,5,4,5,1,1,2,1,5,5,5,2
988,10,2,0,2,1,1,4,3,4,3,2,4,1,4,2,5,5,4,4
989,1,2,0,1,1,2,3,5,5,3,5,4,3,3,5,4,3,3,4
990,15,2,0,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
991,17,1,0,2,2,1,3,3,3,3,4,3,1,3,4,5,4,4,4
992,2,2,0,2,1,1,3,5,4,3,5,3,1,4,2,4,5,4,3
993,7,1,0,2,1,1,3,4,3,3,2,4,1,2,2,5,3,4,4
994,17,2,0,2,1,1,3,5,4,3,2,3,3,2,3,4,2,2,2
995,6,2,0,2,1,2,3,4,4,5,2,4,1,4,1,5,1,5,4
996,2,1,0,2,1,1,3,5,4,4,5,1,1,4,2,4,4,5,2
997,4,1,0,2,1,1,3,5,4,3,0,0,2,0,0,0,0,0,0
998,1,2,British shorthair,1,1,1,2,4,3,1,4,3,1,2,1,5,4,4,2
999,2,1,Aphrodite,2,1,1,3,5,5,3,5,1,1,4,2,5,4,5,1
