,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
1584,14,Male,0,Yes,No,No,Normal,Always,Always,Always,Agree,Neither agree nor disagree,Never,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree
1585,5,Female,Tuxedo,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1586,6,Female,Burmese blue,Yes,No,No,Normal,Usually,Always,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1587,5,Female,0,Yes,No,Yes,Very overweight,Usually,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree
1588,6,Male,0,Yes,Yes,Yes,Normal,Always,Always,Occasionally,Disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
1589,11,Male,Siamese,Yes,Yes,Yes,Very underweight,Usually,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1590,11,Female,0,Yes,No,No,Underweight,Usually,Occasionally,Usually,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree
1591,2,Male,British blue,No,No,No,Normal,Always,Always,Occasionally,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1592,2,Male,0,Yes,No,No,Normal,Usually,Always,Occasionally,Agree,Disagree,Once,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
1593,9,Male,0,Yes,Yes,No,Normal,Always,Occasionally,Always,Neither agree nor disagree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
1594,3,Male,0,Yes,Yes,No,Normal,Usually,Usually,Always,Disagree,Agree,Never,Disagree,Disagree,Agree,Disagree,Agree,Agree
1595,1,Female,0,Yes,No,No,Underweight,Usually,Usually,Occasionally,Disagree,Agree,Once,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
1596,8,Male,0,Yes,Yes,Yes,Overweight,Always,Always,Always,Neither agree nor disagree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree
1597,8,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Strongly agree,Strongly disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1598,16,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1599,4,Male,0,Yes,No,No,Normal,Usually,Always,Usually,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
1600,5,Female,0,Yes,No,Yes,Normal,Occasionally,Usually,Never,Strongly agree,Agree,Occasionally,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
1601,8,Female,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1602,13,Female,"Mix of Maine Coon, Norwegian forest cat and domestic (she has long hair and is black, white and red))",Yes,Yes,No,Normal,Usually,Usually,Usually,Neither agree nor disagree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree
1603,11,Female,0,No,No,No,Overweight,Occasionally,Occasionally,Usually,Strongly disagree,Agree,Occasionally,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree
1604,12,Male,0,Yes,Yes,No,Overweight,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
1605,16,Female,0,Yes,No,No,Normal,Usually,Always,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree
1606,9,Male,0,Yes,No,No,Overweight,Occasionally,Occasionally,Usually,Agree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
1607,6,Male,Norwegian forest cat,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1608,10,Female,0,Yes,No,No,Normal,Always,Usually,Always,Strongly disagree,Disagree,Never,Agree,Disagree,Agree,Disagree,Agree,Disagree
1609,11,Female,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,Strongly disagree,Agree,Once,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree
1610,2,Male,0,No,No,Yes,Normal,Usually,Occasionally,Occasionally,Neither agree nor disagree,Strongly agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree
1611,3,Male,0,Yes,Yes,No,Overweight,Always,Always,Occasionally,Strongly disagree,Disagree,Occasionally,Agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Neither agree nor disagree
1612,10,Female,0,Yes,No,Yes,Overweight,Occasionally,Usually,Always,Agree,Neither agree nor disagree,Occasionally,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree
1613,5,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1614,4,Male,0,Yes,No,No,Normal,Always,Always,Never,Agree,Strongly disagree,Never,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree
1615,6,Female,0,No,No,No,Overweight,Once,Always,Once,Strongly disagree,Strongly agree,Never,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly agree
1616,7,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Disagree,Disagree,Never,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree
1617,3,Male,0,No,No,No,Normal,Occasionally,Occasionally,Always,Disagree,Disagree,Occasionally,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree
1618,3,Male,0,Yes,No,Yes,Normal,Usually,Usually,Usually,Neither agree nor disagree,Disagree,Once,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1619,1,Female,ragdoll,Yes,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
1620,9,Female,0,Yes,Yes,Yes,Overweight,Usually,Occasionally,Occasionally,Strongly agree,Disagree,Occasionally,Strongly disagree,Disagree,Agree,Disagree,Agree,Disagree
1621,2,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Agree,Strongly disagree,Occasionally,Agree,Disagree,Agree,Agree,Agree,Disagree
1622,13,Female,0,No,No,No,Normal,Usually,Occasionally,Once,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree
1623,1,Female,Ragdoll/Nebelung cross ,Yes,No,No,Normal,Always,Usually,Usually,Neither agree nor disagree,Disagree,Occasionally,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree
1624,1,Female,0,Yes,No,No,Normal,Usually,Occasionally,Never,Agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree
1625,4,Male,0,Yes,No,No,Normal,Usually,Always,Always,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1626,2,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Disagree,Disagree,Never,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree
1627,6,Male,0,Yes,No,No,Normal,Always,Usually,Always,Strongly agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1628,13,Female,0,Yes,Yes,No,Normal,Never,Never,Always,Disagree,Agree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1629,5,Male,0,Yes,Yes,Yes,Overweight,Always,Always,Occasionally,Disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree
1630,3,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Strongly agree,Strongly agree,Never,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree
1631,1,Male,Ragdoll,No,No,Yes,Normal,Usually,Always,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
1632,3,Female,0,Yes,No,No,Normal,Always,Always,Never,Strongly agree,Disagree,Never,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree
1633,3,Male,Bengal/ragdoll,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree
1634,1,Male,Moggie,No,Yes,No,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree
1635,1,Male,moggy,No,No,No,Normal,Usually,Usually,Never,0,0,Never,0,0,0,0,0,0
1636,6,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Disagree,Disagree,Never,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree
1637,5,Male,0,Yes,No,No,Overweight,Usually,Usually,Usually,Disagree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree
1638,5,Male,Russian Blue,Yes,No,No,Overweight,Usually,Usually,Always,Disagree,Neither agree nor disagree,Never,Strongly disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree
1639,3,Male,0,Yes,No,No,Normal,Always,Occasionally,Usually,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1640,8,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree
1641,4,Male,0,No,No,Yes,Overweight,Always,Usually,Usually,Disagree,Agree,Occasionally,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree
1642,8,Female,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,Disagree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree
1643,9,Male,0,Yes,Yes,No,Overweight,Always,Occasionally,Never,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1644,5,Female,0,Yes,No,No,Overweight,Once,Occasionally,Occasionally,Disagree,Disagree,Occasionally,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree
1645,6,Male,0,Yes,No,No,Overweight,Usually,Occasionally,Occasionally,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1646,5,Male,0,Yes,No,No,Overweight,Always,Always,Always,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1647,12,Male,0,Yes,Yes,No,Normal,Never,Once,Never,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
1648,8,Male,0,Yes,No,Yes,Overweight,Always,Usually,Occasionally,Agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1649,5,Male,0,Yes,No,No,Normal,Always,Always,Never,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree
1650,3,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree
1651,8,Male,0,Yes,No,No,Overweight,Occasionally,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Disagree
1652,1,Male,0,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1653,3,Female,0,Yes,No,No,Normal,Occasionally,Always,Always,Strongly agree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1654,7,Male,0,Yes,No,Yes,Normal,Always,Usually,Usually,Disagree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1655,1,Female,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1656,7,Male,0,Yes,No,Yes,Normal,Usually,Usually,Never,Disagree,Strongly agree,Never,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree
1657,8,Male,0,Yes,Yes,No,Normal,Usually,Usually,Occasionally,Strongly disagree,Disagree,Never,Agree,Agree,Agree,Disagree,Agree,Disagree
1658,13,Female,Bengal Leopard Cat,Yes,No,No,Normal,Always,Always,Always,Agree,Disagree,Occasionally,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1659,15,Male,0,Yes,No,No,Normal,Usually,Occasionally,Always,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,Disagree
1660,1,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1661,8,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Disagree,Agree,Never,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree
1662,3,Female,0,No,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1663,4,Female,0,Yes,Yes,No,Normal,Usually,Always,Once,Strongly agree,Agree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1664,3,Male,SPHYNX,No,No,No,Overweight,Always,Usually,Usually,Agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1665,3,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1666,16,Male,0,Yes,No,Yes,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1667,16,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Strongly disagree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree
1668,5,Male,0,Yes,No,Yes,Normal,Usually,Occasionally,Always,Disagree,Neither agree nor disagree,Never,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree
1669,1,Male,Bengal,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1670,5,Male,0,Yes,No,No,Normal,Usually,Usually,Usually,Disagree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree
1671,3,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Disagree,Agree,Once,Strongly disagree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Strongly agree
1672,3,Male,0,Yes,Yes,Yes,Normal,Usually,Occasionally,Occasionally,Strongly disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree
1673,2,Male,0,Yes,No,No,Normal,Usually,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1674,7,Male,0,Yes,No,No,Normal,Usually,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
1675,16,Male,0,Yes,No,No,Normal,Never,Occasionally,Usually,Agree,Agree,Never,Agree,Disagree,Agree,Agree,Agree,Disagree
1676,4,Female,0,Yes,No,No,Overweight,Always,Usually,Usually,0,0,Never,0,0,0,0,0,0
1677,7,Female,0,Yes,No,Yes,Normal,Occasionally,Usually,Always,Agree,Disagree,Never,Disagree,Disagree,Strongly agree,Agree,Agree,Disagree
1678,11,Male,0,Yes,No,No,Normal,Always,Usually,Never,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
1679,17,Male,0,Yes,No,No,Normal,Occasionally,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
1680,2,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree
1681,9,Male,Selkirk Rex,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1682,4,Female,0,Yes,No,No,Overweight,Usually,Occasionally,Once,Neither agree nor disagree,Agree,Once,Disagree,Agree,Agree,Agree,Agree,Disagree
1683,13,Male,0,Yes,Yes,No,Normal,Occasionally,Usually,Usually,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1684,3,Male,0,Yes,No,Yes,Overweight,Usually,Usually,Never,Strongly disagree,Neither agree nor disagree,Always,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree
1685,9,Female,Bengal,Yes,No,Yes,Normal,Usually,Usually,Always,Neither agree nor disagree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly disagree
1686,9,Female,0,Yes,Yes,No,Normal,Always,Usually,Usually,Disagree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1687,2,Male,0,Yes,No,No,Normal,Always,Always,Never,Strongly agree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree
1688,7,Male,0,Yes,No,No,Overweight,Usually,Occasionally,Usually,Disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
1689,5,Female,0,Yes,No,No,Normal,Usually,Usually,Always,Disagree,Agree,Never,Disagree,Agree,Strongly agree,Disagree,Agree,Disagree
1690,1,Female,0,No,Yes,No,Normal,Always,Always,Occasionally,Strongly agree,Neither agree nor disagree,Occasionally,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree
1691,2,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Disagree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree
1692,16,Female,0,Yes,No,No,Overweight,Usually,Usually,Usually,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1693,9,Male,0,Yes,Yes,No,Overweight,Usually,Always,Always,Agree,Strongly agree,Occasionally,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree
1694,4,Male,0,No,No,No,Overweight,Occasionally,Occasionally,Always,Agree,Disagree,Never,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
1695,9,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Usually,Disagree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree
1696,5,Female,0,Yes,No,Yes,Normal,Usually,Occasionally,Never,Disagree,Disagree,Occasionally,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree
1697,5,Female,LaPerm,No,No,No,Normal,Usually,Usually,Never,Agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1698,3,Female,0,No,No,No,Normal,Usually,Always,Usually,Strongly agree,Strongly agree,Never,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree
1699,9,Female,Birman,No,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Agree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree
1700,4,Female,0,Yes,Yes,No,Overweight,Usually,Occasionally,Never,Strongly agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Disagree
1701,4,Male,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree
1702,4,Female,0,Yes,No,No,Overweight,Always,Usually,Occasionally,Neither agree nor disagree,Disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
1703,3,Male,Lynx mitted ragdoll,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1704,7,Female,Sphynx,No,No,Yes,Normal,Usually,Always,Always,0,0,Never,0,0,0,0,0,0
1705,8,Male,maine coon,Yes,No,No,Normal,Usually,Always,Occasionally,Strongly agree,Strongly disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
1706,8,Female,0,Yes,Yes,Yes,Normal,Usually,Usually,Usually,Agree,Disagree,Never,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neither agree nor disagree
1707,3,Female,0,Yes,No,No,Overweight,Always,Always,Always,Agree,Neither agree nor disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
1708,3,Female,0,Yes,No,No,Normal,Occasionally,Usually,Never,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
1709,11,Male,0,No,Yes,No,Normal,Occasionally,Occasionally,Occasionally,Strongly disagree,Strongly disagree,Never,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly disagree
1710,10,Male,0,Yes,No,No,Overweight,Occasionally,Occasionally,Once,Strongly agree,Disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1711,4,Male,0,Yes,No,No,Normal,Occasionally,Occasionally,Never,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
1712,3,Male,pedigree british blue,No,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree
1713,3,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Once,Disagree,Agree,Occasionally,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree
1714,5,Male,0,No,No,Yes,Normal,Usually,Occasionally,Occasionally,Disagree,Strongly agree,Once,Disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree
1715,8,Female,0,Yes,Yes,No,Normal,Usually,Always,Usually,Disagree,Strongly disagree,Never,Disagree,Disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree
1716,14,Male,Havana brown oriental,Yes,Yes,No,Normal,Usually,Always,Usually,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree
1717,4,Female,0,Yes,No,No,Overweight,Usually,Usually,Usually,Disagree,Agree,Occasionally,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree
1718,12,Female,0,No,No,Yes,Overweight,Occasionally,Occasionally,Occasionally,Agree,Neither agree nor disagree,Once,Strongly disagree,Disagree,Agree,Agree,Agree,Agree
1719,8,Male,0,Yes,No,Yes,Overweight,Always,Usually,Usually,Agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
1720,5,Male,Bengal,No,No,No,Normal,Always,Usually,Usually,Strongly disagree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree
1721,4,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree
1722,3,Male,0,No,No,No,Normal,Always,Usually,Usually,Agree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
1723,10,Female,Siamese,No,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1724,16,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Usually,Agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
1725,2,Female,0,No,No,Yes,Overweight,Usually,Usually,Usually,Agree,Strongly agree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree
1726,3,Male,0,No,No,Yes,Normal,Always,Usually,Always,Disagree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Agree
1727,8,Female,0,Yes,No,No,Normal,Usually,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree
1728,10,Male,0,Yes,No,Yes,Normal,Never,Occasionally,Never,Agree,Neither agree nor disagree,Never,Disagree,Disagree,Agree,Agree,Agree,Disagree
1729,3,Female,BENGAL,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Neither agree nor disagree,Occasionally,Agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1730,4,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Occasionally,Disagree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree
1731,13,Female,0,Yes,Yes,No,Overweight,Occasionally,Occasionally,Occasionally,Agree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree
1732,4,Male,0,Yes,No,No,Overweight,Always,Occasionally,Always,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree
1733,3,Male,0,Yes,No,No,Normal,Always,Usually,Always,Agree,Strongly disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
1734,14,Female,0,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Disagree
1735,15,Male,ginger and white,Yes,No,Yes,Normal,Usually,Occasionally,Usually,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
