index,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
1850,4,2,0,1,1,2,3,5,5,5,5,1,1,4,2,4,4,4,1,2,3,0.0,1,4,4,5,2,2,4,3,4,4,1,5,4,4,4,2,1.0
1851,13,1,0,2,2,1,3,5,4,3,4,2,1,4,1,5,5,5,1,2,3,3.0,2,4,4,4,5,4,2,3,3,4,2,4,5,4,2,4,1.0
1852,20,1,Tabby,2,2,1,2,3,3,5,2,4,3,2,2,4,2,3,4,2,4,0.0,2,5,4,4,4,3,3,4,5,4,4,4,4,2,4,1,1.0
1853,6,2,0,2,1,1,3,5,5,5,5,3,1,5,1,5,5,5,1,2,2,2.0,2,5,4,4,4,3,3,4,4,5,1,4,4,5,1,5,0.85
1854,9,1,Bengal X,2,1,1,3,5,4,5,2,2,1,4,3,4,2,4,2,2,3,0.0,2,4,4,4,4,3,4,5,5,5,1,5,5,5,1,5,0.9
1855,1,1,0,2,1,1,3,5,5,5,5,1,1,4,1,5,5,5,3,2,4,2.0,2,1,1,5,5,5,2,5,5,5,1,5,5,4,1,4,1.0
1856,8,1,0,2,2,1,3,4,3,1,3,4,1,3,3,5,3,4,4,2,3,2.0,2,3,3,4,3,4,1,4,4,4,1,4,5,5,2,5,1.0
1857,12,1,0,2,1,1,3,4,1,1,2,2,1,2,1,5,3,4,2,2,4,4.0,2,4,4,4,3,4,4,4,3,4,3,5,5,5,2,5,1.0
1858,3,1,0,2,1,1,3,4,3,3,4,3,1,4,4,4,4,4,2,2,2,0.0,2,5,5,4,4,4,4,5,5,5,2,5,5,4,5,4,0.9
1859,1,1,0,2,1,1,3,4,4,4,5,3,1,3,2,5,5,5,2,2,3,1.0,2,2,2,4,5,5,1,2,3,3,2,4,5,5,1,4,1.0
1860,8,2,0,2,1,1,3,3,3,4,3,2,3,1,3,3,2,4,4,1,5,1.0,2,3,2,4,5,5,1,3,5,4,5,3,3,4,4,4,0.85
1861,3,1,0,2,1,1,3,5,4,4,5,2,1,4,2,5,5,5,1,2,1,0.0,2,5,5,4,4,2,5,3,4,4,1,5,5,4,3,4,1.0
1862,3,1,0,2,1,2,3,5,4,3,4,3,3,4,2,4,3,3,2,2,1,3.0,2,3,4,5,3,4,3,4,4,4,1,4,5,5,1,5,0.95
1863,6,1,Oriental red spotted tabby ,1,2,2,3,5,5,4,5,1,1,5,2,5,5,5,1,2,3,6.0,1,5,3,5,5,5,1,5,3,5,4,5,5,5,1,5,1.0
1864,4,1,0,2,1,2,4,5,4,5,4,2,3,4,1,5,4,5,1,2,3,1.0,2,4,4,4,5,4,4,5,5,4,4,4,5,5,2,5,1.0
1865,1,2,0,1,1,1,3,3,3,3,4,2,1,4,3,4,4,4,2,2,2,1.0,1,3,2,4,2,2,4,3,2,3,4,3,3,5,2,4,0.85
1866,9,2,0,2,1,1,3,4,4,4,5,2,2,3,1,4,5,4,3,2,2,0.0,2,3,3,4,5,4,3,3,4,5,3,4,4,4,3,3,0.85
1867,1,1,0,2,1,1,3,5,5,4,4,1,1,4,2,4,4,5,1,2,1,1.0,2,1,1,4,4,5,1,3,3,5,3,3,4,5,3,4,1.0
1868,4,1,0,2,1,1,3,5,4,5,5,2,1,2,1,5,5,5,1,2,2,0.0,2,5,5,1,5,1,5,4,3,5,4,1,2,4,5,4,1.0
1869,7,1,0,2,1,1,3,5,5,3,3,3,1,4,3,4,3,3,3,2,3,1.0,2,3,1,1,5,1,3,3,3,3,3,3,1,5,1,1,0.85
1870,5,1,0,2,1,1,3,5,5,3,5,2,1,3,2,5,5,5,2,2,2,0.0,2,4,4,4,2,2,4,3,3,3,2,3,4,4,2,4,1.0
1871,5,1,0,2,1,1,4,4,3,3,3,3,3,3,2,4,3,3,3,2,4,1.0,2,5,3,4,5,5,3,4,5,5,3,3,3,4,3,3,0.9
1872,2,1,0,2,2,1,3,5,5,1,4,1,1,4,3,5,4,5,1,2,2,0.0,2,5,4,1,2,1,4,4,4,4,1,2,4,4,4,3,1.0
1873,4,2,0,2,1,1,3,5,4,1,4,2,1,4,3,3,4,4,2,2,2,0.0,2,5,5,2,2,4,4,3,5,4,3,4,5,5,1,5,1.0
1874,10,2,0,2,1,1,3,5,5,5,5,2,1,4,2,5,5,5,1,2,2,1.0,2,5,3,4,3,3,4,4,4,5,3,5,4,5,4,4,1.0
1875,13,1,0,2,1,2,3,5,3,4,4,2,1,4,3,5,4,4,1,2,2,0.0,2,4,4,4,2,4,3,3,5,4,1,2,4,5,3,2,1.0
1876,10,2,0,2,1,1,3,4,3,1,1,5,1,2,4,2,2,3,4,2,4,3.0,2,4,4,4,3,3,3,3,5,3,2,3,4,4,3,4,0.95
1877,6,2,Burmilla,1,1,1,3,5,4,5,5,1,1,4,1,5,5,5,1,2,5,4.0,1,4,4,4,3,4,4,4,4,2,4,2,2,5,4,5,1.0
1878,9,1,0,1,1,2,3,4,4,3,5,3,1,4,2,5,5,5,2,2,3,1.0,1,2,2,4,4,2,4,5,5,5,3,5,4,4,4,4,0.95
1879,2,2,0,1,1,2,4,5,5,5,4,1,1,4,2,4,4,4,1,2,1,2.0,1,4,4,5,2,2,4,2,2,4,2,2,5,4,4,4,1.0
1880,4,1,0,2,1,1,3,5,5,5,4,2,1,4,1,5,4,5,1,2,2,1.0,2,2,3,4,4,3,3,4,4,4,1,4,5,4,4,3,1.0
1881,12,2,0,2,2,2,3,4,4,3,5,3,1,1,2,5,4,5,3,2,3,1.0,2,3,2,3,5,5,1,5,5,4,2,4,5,5,1,5,1.0
1882,3,2,Pedigree red,2,1,1,3,3,4,4,4,4,1,3,3,4,4,4,3,2,2,0.0,2,4,4,3,2,2,4,4,4,4,2,4,4,5,3,4,0.8
1883,7,1,0,1,1,2,3,4,4,5,2,5,1,1,2,4,4,5,4,0,2,1.0,1,5,5,2,2,1,5,5,4,5,4,4,4,4,5,4,0.8
1884,16,1,0,2,2,1,3,3,3,4,3,4,1,4,2,4,3,4,2,2,2,0.0,2,4,3,5,3,4,4,4,3,4,4,4,5,5,2,5,0.8
1886,16,2,0,2,1,1,3,5,4,4,4,2,2,3,2,5,2,4,1,2,1,0.0,2,5,5,1,4,3,4,3,4,4,2,5,4,5,3,4,1.0
1887,4,2,0,2,1,1,3,5,3,3,4,3,2,4,3,4,4,4,2,2,4,5.0,2,4,3,4,4,2,4,4,3,4,4,4,4,5,3,5,1.0
1888,4,1,0,2,1,2,3,5,4,5,4,2,1,2,2,5,5,4,2,2,4,0.0,2,2,2,4,4,5,2,4,5,5,2,5,4,4,3,4,0.95
1889,7,2,Tonkinese,2,1,2,3,4,3,4,4,3,2,4,2,4,4,4,2,2,1,1.0,2,4,4,4,4,4,3,4,4,4,2,4,4,5,3,4,0.95
1890,6,2,0,2,1,1,3,4,5,5,4,2,1,5,1,5,4,5,1,2,1,2.0,2,2,2,5,4,5,4,4,3,5,1,5,5,5,1,5,1.0
1891,7,2,0,2,1,2,3,3,3,5,4,5,1,1,2,5,5,5,5,2,2,1.0,2,4,1,5,5,5,1,4,3,5,4,4,4,4,2,5,0.9
1892,7,2,0,2,1,1,3,4,3,5,5,1,1,5,1,5,5,5,1,2,2,0.0,2,5,2,3,5,5,1,4,3,5,2,2,5,5,1,5,1.0
1894,2,1,0,1,1,1,3,3,5,4,4,2,1,4,3,5,5,5,1,2,1,2.0,1,2,3,5,3,5,3,5,5,5,2,5,5,4,4,3,1.0
1895,6,1,0,2,1,2,4,5,3,4,2,2,1,2,2,3,5,5,2,2,3,1.0,2,4,2,4,5,5,2,5,5,5,5,4,4,4,3,5,0.85
1896,10,1,ragdoll ,2,1,1,3,5,3,1,4,1,1,5,3,3,2,4,3,2,3,2.0,2,5,5,4,4,2,2,4,1,5,4,4,4,4,5,2,0.9
1897,3,1,Ragdoll ,1,2,2,3,4,5,5,5,5,2,1,3,3,5,1,5,2,2,0.0,1,4,4,3,3,4,4,3,1,2,1,2,5,5,2,5,0.75
1898,16,1,0,2,1,2,3,4,3,3,4,2,3,5,2,4,5,5,3,2,2,0.0,2,4,3,5,4,4,2,5,3,3,4,5,5,4,3,4,1.0
1899,7,1,0,2,1,1,3,4,3,5,5,4,1,4,3,5,4,5,4,1,2,0.0,2,4,2,4,4,5,4,5,4,5,1,5,5,4,4,4,1.0
1900,8,1,Siamese ,1,2,1,3,5,5,5,1,5,1,3,1,5,5,5,1,2,2,3.0,1,4,4,4,5,5,4,5,4,1,1,5,5,5,1,5,1.0
1901,2,1,0,2,2,2,3,5,5,4,4,2,3,3,1,4,2,4,3,2,1,4.0,2,5,5,2,4,2,4,3,1,3,3,4,5,5,5,5,1.0
1902,4,1,Maine coon,1,1,1,3,5,4,5,5,2,1,4,1,4,4,5,1,2,2,0.0,1,5,2,5,4,4,4,5,4,5,1,4,5,5,4,5,1.0
1903,2,2,0,2,1,1,3,5,4,5,4,3,1,3,3,5,5,5,2,2,2,0.0,2,4,3,4,5,4,2,5,4,5,2,4,5,5,2,5,0.95
1904,1,1,0,2,1,1,3,4,4,3,4,2,1,3,2,5,3,5,2,2,3,1.0,2,3,2,3,3,3,3,4,4,4,1,4,5,4,3,4,1.0
1905,15,1,0,2,2,1,5,4,4,5,4,1,1,4,1,5,5,5,1,2,3,0.0,2,1,3,5,5,5,1,4,4,5,1,5,5,5,4,5,1.0
1906,14,1,0,2,1,1,3,4,4,4,5,3,1,3,3,5,5,5,2,2,1,0.0,2,4,4,4,4,4,4,3,4,4,2,4,4,4,2,4,1.0
1907,5,1,0,2,1,1,3,3,2,3,4,2,1,4,3,5,4,5,2,2,1,2.0,2,5,5,2,4,3,5,4,4,4,4,1,5,5,4,2,1.0
1908,2,1,0,2,1,2,4,5,5,5,3,1,1,4,1,5,3,5,1,2,4,1.0,2,1,2,4,5,5,2,4,2,4,2,4,4,5,3,4,1.0
1909,6,2,0,2,1,1,3,5,3,4,4,3,1,3,4,4,5,3,3,2,4,2.0,2,4,2,3,5,4,1,5,5,5,3,3,4,3,2,4,1.0
1910,2,2,0,2,1,1,3,5,5,4,5,4,1,2,2,5,5,4,4,2,3,1.0,2,3,3,5,2,2,5,3,4,4,4,2,5,5,1,5,0.95
1911,14,2,0,1,2,1,2,5,3,5,3,3,1,4,3,4,3,4,4,2,1,0.0,1,4,5,3,2,2,4,5,4,5,2,2,5,4,3,5,0.9
1912,6,2,0,2,1,2,3,4,4,3,3,2,1,2,3,4,4,4,2,2,6,0.0,2,4,4,3,2,2,4,2,4,3,1,4,4,4,3,3,1.0
1913,3,1,Birman,2,1,1,3,5,3,4,2,3,1,3,4,3,2,3,2,2,4,2.0,2,4,3,4,3,4,1,3,3,4,3,4,4,4,1,4,0.8
1914,8,2,0,2,1,1,4,3,3,2,3,4,1,2,2,4,4,5,4,2,2,1.0,2,5,4,4,5,3,4,3,4,5,1,5,5,4,4,4,0.95
1915,15,2,0,2,1,1,3,4,3,5,5,2,1,2,2,4,4,4,1,2,4,4.0,2,4,3,4,5,3,2,5,3,4,2,4,5,5,2,4,1.0
1916,2,2,0,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1,2,2,0.0,2,3,4,5,3,2,4,4,5,4,2,4,5,5,3,5,1.0
1917,5,2,Siamese,2,1,1,3,5,5,4,4,3,1,2,3,5,4,5,1,2,4,3.0,2,2,3,4,5,4,3,4,5,4,3,4,5,5,1,4,1.0
1918,9,2,0,2,1,1,3,3,3,3,2,4,1,2,1,5,3,5,4,2,2,1.0,2,4,4,2,3,2,4,4,4,3,2,4,4,4,4,4,1.0
1919,7,2,0,2,1,1,3,5,4,3,5,2,1,4,1,5,5,5,1,2,5,0.0,2,5,4,5,5,5,1,4,5,4,1,4,5,5,3,5,1.0
1920,3,1,0,2,1,1,3,5,5,3,5,4,1,4,4,5,5,4,4,2,2,1.0,2,5,5,5,5,5,2,2,4,4,1,5,5,5,2,4,1.0
1921,2,2,0,2,1,2,3,5,5,4,5,4,3,1,2,5,5,5,4,2,2,2.0,2,5,5,4,4,4,5,4,4,5,4,4,5,5,1,5,1.0
1922,4,2,0,1,1,1,3,5,5,5,2,4,1,3,2,5,4,5,4,2,1,0.0,1,5,4,3,4,3,4,3,4,5,2,4,4,4,5,2,1.0
1923,10,2,0,1,1,1,4,4,3,4,4,4,1,2,1,5,4,5,3,2,2,2.0,1,4,4,5,5,5,4,5,2,4,1,5,5,4,4,2,1.0
1924,2,1,0,2,2,2,3,4,5,5,4,4,3,2,1,4,4,4,4,2,2,0.0,2,4,3,4,4,4,3,4,3,3,4,4,4,3,4,4,0.7
1925,16,2,0,2,1,1,2,4,3,4,4,4,1,4,2,5,5,4,2,2,5,1.0,2,4,4,2,4,2,4,4,5,5,4,5,5,5,4,4,1.0
1926,12,2,0,2,1,1,3,4,4,5,4,4,1,4,2,5,4,5,2,2,2,7.0,2,4,2,4,4,4,2,3,4,4,2,4,4,4,4,4,1.0
1927,9,1,Tabby,2,1,1,4,1,4,4,2,2,1,2,2,5,2,5,2,1,4,1.0,2,5,3,3,5,4,1,4,4,5,4,4,3,5,2,4,1.0
1928,14,2,0,2,2,1,3,3,3,5,1,2,1,3,3,4,4,4,2,2,3,1.0,2,3,4,3,5,4,3,2,3,3,2,5,5,4,4,4,0.8
1929,1,1,0,2,1,1,3,5,5,4,3,2,1,4,1,5,4,5,2,2,2,1.0,2,3,3,4,3,4,3,2,3,4,3,3,4,4,3,4,1.0
1930,19,1,Burmilla,2,2,1,2,3,3,4,5,2,1,2,2,4,4,5,1,2,5,0.0,2,4,5,2,2,1,5,2,3,3,4,1,3,5,4,4,1.0
1931,1,1,Maine coon,2,1,2,3,4,3,3,2,5,1,2,2,5,4,4,4,2,2,0.0,2,1,3,4,5,4,2,5,4,5,2,3,4,5,3,4,1.0
1932,1,1,0,2,1,1,3,3,3,1,4,4,1,2,3,4,3,4,4,2,2,1.0,2,4,5,4,4,4,3,4,5,4,2,5,5,4,2,5,0.95
1933,4,1,0,1,1,1,4,5,5,4,4,1,1,4,2,5,4,5,2,2,2,4.0,1,4,4,4,4,4,2,4,4,4,3,4,5,4,3,3,0.95
1934,5,1,0,2,1,1,4,3,4,5,3,4,1,2,2,5,4,5,5,2,2,0.0,2,5,3,4,4,4,3,4,1,5,4,2,4,5,3,5,1.0
1935,10,1,0,2,1,1,3,4,4,3,2,2,3,2,2,4,3,4,2,2,4,0.0,2,1,2,4,4,4,4,4,4,5,1,5,4,4,4,4,0.85
1936,9,1,0,2,2,2,3,5,4,1,5,1,1,3,1,5,4,5,1,2,2,4.0,2,5,5,4,3,2,4,3,3,5,4,4,4,5,4,4,1.0
1937,10,2,Tortoise shell,2,1,1,4,5,4,5,1,2,3,2,1,4,1,4,1,2,2,1.0,2,4,1,5,5,5,1,4,2,4,1,5,5,5,1,5,1.0
1938,3,1,0,2,1,1,3,5,5,4,4,2,1,3,2,5,3,5,1,2,3,1.0,2,2,2,4,4,2,4,2,2,2,4,4,5,5,4,4,1.0
1939,16,1,0,2,1,1,4,5,5,3,4,1,2,5,2,4,2,4,1,2,3,1.0,2,2,4,4,4,2,2,4,2,5,1,4,5,4,2,4,1.0
1940,8,1,0,2,2,2,3,4,3,5,3,1,1,2,1,5,2,5,2,2,3,2.0,2,5,5,2,4,2,4,3,2,5,3,2,5,4,5,4,0.95
1941,4,1,0,1,1,1,3,4,4,2,4,2,1,4,2,4,5,4,2,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85
1942,8,1,0,2,1,1,4,4,4,3,4,2,2,2,3,4,3,4,3,2,1,0.0,2,5,4,4,5,4,4,4,2,3,3,4,5,5,3,4,0.95
1944,5,2,0,2,1,1,3,5,5,3,5,2,1,2,1,5,5,5,1,2,2,0.0,2,5,4,3,5,5,1,5,4,5,1,5,5,4,5,5,1.0
1945,18,2,0,2,2,2,2,4,3,4,2,2,1,3,1,5,3,5,2,2,2,0.0,2,4,3,4,2,2,4,4,4,4,1,1,5,4,4,4,0.9
1946,2,2,0,1,1,1,3,5,5,1,4,2,1,2,1,5,4,5,1,2,3,1.0,1,5,5,2,2,2,5,3,4,4,2,2,4,4,2,3,1.0
1947,4,1,Siamese,2,1,2,3,5,4,5,5,1,1,3,5,5,5,5,1,2,4,7.0,2,5,3,3,4,2,4,3,4,3,2,5,4,4,4,4,1.0
1948,1,2,0,1,1,2,3,5,5,5,2,3,3,4,4,4,2,5,3,2,1,0.0,1,2,4,4,5,5,2,4,5,5,2,4,5,5,2,4,0.95
1949,10,1,persian,2,1,1,3,5,4,5,5,3,1,2,3,5,5,5,1,2,5,0.0,2,3,3,3,5,4,3,5,4,4,4,2,4,5,1,5,1.0
1950,6,1,0,2,1,1,5,4,4,5,4,2,1,4,2,5,4,5,3,2,4,0.0,2,2,2,5,5,5,2,4,4,4,2,4,5,5,1,5,0.85
1952,6,2,0,2,2,2,3,4,4,5,3,4,1,2,1,5,4,5,5,2,4,0.0,2,2,2,4,2,2,5,4,3,4,2,4,4,4,4,3,1.0
1953,2,1,0,2,1,1,3,4,5,3,4,3,1,4,1,5,4,5,4,2,2,1.0,2,2,2,5,3,4,4,3,4,4,1,5,5,4,3,3,1.0
1955,14,2,Birman,2,1,1,3,3,3,4,3,2,1,2,3,4,2,3,2,2,2,0.0,2,5,5,3,4,2,2,4,5,5,2,2,4,5,4,4,0.8
1956,5,1,British Shorthair,2,2,1,3,4,5,3,4,2,1,3,1,5,5,5,3,2,2,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1957,16,2,british shorthair,2,2,2,2,4,3,1,5,1,1,5,1,3,5,5,1,2,4,2.0,2,1,2,4,4,4,1,5,2,5,2,4,5,4,1,4,1.0
1958,10,1,british shorthair,2,1,1,4,5,4,4,5,2,1,5,2,4,4,5,1,2,4,1.0,2,4,1,4,5,4,1,5,4,4,1,2,4,5,1,4,1.0
1959,1,1,0,2,1,1,4,5,4,3,5,1,1,4,2,5,5,5,1,2,1,1.0,2,5,3,2,5,5,2,3,3,4,4,4,5,5,3,4,1.0
1960,7,1,Part burmese,2,1,1,3,5,5,5,4,3,1,3,2,5,5,5,1,2,4,1.0,2,3,2,5,5,5,1,5,5,5,1,5,5,5,2,4,1.0
1961,7,2,0,2,1,1,3,4,4,4,5,2,1,4,1,5,5,5,1,2,5,0.0,2,2,3,4,3,3,4,4,4,5,2,3,4,5,2,4,1.0
1962,7,2,0,2,1,1,3,5,4,1,4,3,3,2,3,4,5,4,4,2,3,1.0,2,4,4,3,4,4,3,4,5,2,4,4,2,5,2,4,1.0
1963,1,1,0,2,1,1,3,4,5,3,2,4,1,2,4,1,3,3,4,2,2,5.0,2,1,1,4,4,5,3,3,1,3,2,5,4,4,4,2,0.85
1964,1,1,0,2,1,1,3,5,4,5,5,1,1,4,1,5,4,5,2,1,2,1.0,2,4,4,5,5,5,1,4,5,4,1,4,4,4,4,5,1.0
1965,8,2,0,1,2,1,3,4,4,3,4,2,1,3,3,4,3,4,2,2,3,0.0,1,2,1,4,2,3,2,2,3,2,1,4,4,4,2,4,0.95
1966,15,2,0,1,1,1,2,3,3,3,5,2,1,4,2,5,4,5,2,2,6,0.0,1,1,1,5,4,5,4,5,5,5,1,5,5,5,1,5,1.0
1967,2,1,0,2,1,1,3,3,3,1,2,5,1,2,5,3,4,4,5,2,2,1.0,2,4,4,4,2,1,3,4,5,2,4,4,4,5,4,5,0.9
1968,5,2,0,2,1,1,3,5,5,3,4,2,1,5,3,5,4,5,1,2,5,4.0,2,4,2,4,5,4,4,4,3,4,1,5,5,5,2,2,1.0
1969,6,1,0,2,1,1,4,3,4,4,4,4,1,2,4,4,3,4,4,2,4,1.0,2,4,4,4,5,2,4,3,3,4,2,5,4,4,4,4,0.85
1970,1,1,0,2,1,2,3,4,4,3,3,5,3,1,3,4,2,3,5,2,4,0.0,2,4,4,5,2,1,4,4,4,4,3,5,5,4,3,4,0.85
1971,17,2,0,2,1,1,2,3,1,1,2,4,1,4,3,4,3,4,3,1,4,2.0,2,4,2,5,1,2,5,3,5,4,1,5,5,5,2,4,0.95
1972,4,2,0,2,1,2,3,3,3,3,4,3,1,4,2,5,5,4,2,2,4,0.0,2,3,3,2,5,4,2,3,4,4,4,5,4,4,3,3,1.0
1973,5,2,0,2,1,1,3,5,5,5,2,2,1,5,1,5,5,5,4,2,2,1.0,2,5,4,4,4,5,2,4,4,5,1,5,5,5,4,4,1.0
1974,4,2,Sphynx (domestic),1,2,1,3,5,4,5,4,3,3,4,3,5,3,4,1,1,1,1.0,1,1,1,5,5,5,1,4,5,5,2,5,5,4,4,5,1.0
1975,2,2,0,2,2,1,3,5,3,4,5,2,1,4,1,4,4,5,2,2,2,1.0,2,5,4,4,5,5,2,4,4,5,4,2,4,4,4,3,1.0
1976,7,2,0,1,1,2,3,4,4,5,2,2,1,3,2,5,3,4,2,2,2,1.0,1,4,4,3,4,4,4,4,5,5,2,4,4,4,2,3,1.0
1977,6,1,0,2,1,1,3,4,3,1,4,2,1,2,1,5,5,4,2,2,5,1.0,2,5,4,3,4,5,1,3,3,3,1,5,4,5,1,5,1.0
1978,7,2,Moggy,1,1,1,3,5,5,5,5,2,1,4,1,5,5,4,2,2,2,0.0,1,4,4,4,5,5,2,2,2,5,1,1,5,5,1,5,1.0
1979,3,2,0,2,1,1,3,3,3,1,4,4,2,4,2,4,3,4,2,1,2,0.0,2,4,1,5,5,4,2,4,4,4,2,4,4,4,2,4,0.85
1980,4,1,0,2,1,1,3,4,3,2,2,4,1,3,2,3,3,4,3,2,4,0.0,2,3,4,4,2,4,4,4,4,4,3,4,3,1,4,3,0.85
1981,6,1,0,2,1,1,4,3,3,4,3,2,1,4,2,5,5,5,2,2,3,0.0,2,4,4,4,2,2,2,4,4,4,4,2,3,5,2,4,1.0
1982,3,1,0,2,2,1,3,5,5,4,4,2,1,3,3,5,5,5,1,2,2,0.0,2,4,3,4,5,3,4,2,3,3,4,5,5,5,3,4,1.0
1983,3,2,0,1,1,1,3,3,5,4,5,3,1,1,1,5,5,5,4,2,4,1.0,1,5,1,5,2,1,5,5,3,5,1,4,5,3,4,3,1.0
1984,7,2,devon rex,2,1,1,3,5,5,3,4,4,1,4,2,4,4,5,2,2,3,1.0,2,5,4,4,5,4,2,4,4,5,2,4,5,5,4,4,1.0
1985,16,2,Birman,2,1,1,3,5,3,4,4,2,1,2,2,4,3,4,2,2,1,3.0,2,4,2,4,4,3,4,2,2,4,2,3,4,5,4,5,1.0
1986,2,2,0,2,1,1,3,5,3,1,1,5,1,4,5,3,2,4,1,1,4,2.0,2,4,3,3,3,4,5,4,5,3,4,4,4,4,3,3,0.9
1987,12,2,Burmese,2,1,2,3,4,5,5,5,1,1,4,1,5,5,5,1,2,1,1.0,2,5,4,4,4,4,4,4,4,5,1,5,5,5,4,5,1.0
1988,19,2,0,2,1,1,3,3,3,3,4,4,1,3,3,4,4,3,2,2,6,1.0,2,1,1,5,5,5,1,5,5,5,2,4,4,5,4,5,1.0
1989,16,1,Burmese,2,2,1,3,5,5,4,4,3,1,3,1,4,4,4,2,2,3,3.0,2,1,1,5,3,4,2,4,4,3,3,4,4,5,4,5,1.0
1990,4,1,0,2,1,1,4,4,3,1,2,4,1,2,1,5,2,4,2,2,4,1.0,2,1,1,5,5,5,1,5,5,5,1,5,5,5,1,5,1.0
1991,2,1,0,2,1,1,3,5,4,3,3,1,1,3,2,4,4,5,2,2,3,0.0,2,3,3,4,5,5,3,3,5,5,3,3,4,5,4,5,0.95
1992,9,1,Ragdoll,2,1,2,3,4,3,5,4,2,1,3,3,4,5,4,2,2,1,0.0,2,5,4,3,1,3,4,3,3,4,3,4,5,5,1,4,0.85
1993,8,2,0,2,1,1,3,4,4,3,5,2,1,3,1,5,4,5,1,2,2,3.0,2,5,5,4,4,3,4,4,4,5,1,5,5,5,1,5,0.95
1994,2,2,0,2,1,2,3,4,4,3,4,2,3,3,3,4,3,3,2,2,1,1.0,2,4,4,4,5,5,2,4,4,4,1,4,4,4,2,5,0.9
1995,8,2,0,1,1,2,3,3,3,3,1,5,1,2,5,5,3,3,4,2,5,1.0,1,1,1,5,4,4,2,4,5,3,1,5,5,3,3,3,0.8
1996,8,1,0,2,1,2,4,4,3,5,3,2,1,1,3,3,2,2,4,2,3,1.0,2,4,4,5,4,5,1,3,4,4,1,5,4,5,1,5,0.4
1997,11,2,0,2,1,2,3,3,3,3,1,3,3,4,2,5,4,4,4,2,4,2.0,2,5,5,1,5,4,3,5,5,5,1,4,5,2,5,1,0.9
1998,13,1,0,2,2,1,3,4,4,3,2,3,1,4,2,5,4,4,3,1,4,1.0,2,4,4,2,4,4,4,2,5,3,2,4,5,4,4,2,1.0
1999,6,2,0,2,1,2,4,5,3,2,5,4,1,2,2,5,5,5,4,2,5,1.0,2,5,3,4,4,5,1,4,5,5,2,5,5,5,1,5,0.7
2000,4,1,0,1,1,1,4,5,5,5,5,2,1,2,1,5,5,4,3,2,5,7.0,1,4,2,4,3,4,3,3,3,3,4,4,5,5,1,5,1.0
2001,13,2,0,1,1,1,3,1,1,5,1,5,5,2,4,5,1,5,1,2,4,13.0,1,1,0,0,3,0,3,3,0,4,0,3,0,5,0,0,1.0
2002,9,2,0,2,1,2,4,3,3,5,2,4,1,1,2,4,4,4,5,2,4,1.0,2,4,3,3,5,4,3,3,4,5,2,5,4,4,4,5,0.9
2003,6,2,0,1,2,2,3,4,4,3,1,4,2,2,1,4,3,3,5,2,5,0.0,1,5,4,2,5,4,2,3,4,4,2,3,4,3,2,4,0.75
2004,2,1,Maine Coon,1,1,1,3,5,5,4,4,2,1,3,1,4,4,5,1,2,2,2.0,1,5,5,4,4,3,2,2,4,3,2,3,4,5,2,5,1.0
2005,4,1,0,2,1,1,4,5,5,5,5,1,1,5,1,5,5,5,1,2,4,3.0,2,3,4,3,3,4,2,3,3,5,4,4,4,5,3,4,1.0
2006,3,2,0,2,1,1,3,4,4,2,4,2,1,2,3,5,5,4,2,2,5,1.0,2,4,0,0,5,0,4,5,0,4,0,4,0,5,0,0,1.0
2007,3,1,0,2,1,1,3,4,3,1,3,5,3,3,3,4,3,2,4,2,2,0.0,2,5,3,3,1,1,5,2,2,4,1,4,5,3,5,3,0.75
2008,3,2,British Shorthair (Pedigree),1,1,1,3,5,4,5,4,4,1,5,2,4,4,5,1,2,1,0.0,1,5,5,4,3,3,4,5,4,5,1,5,5,4,1,4,1.0
2009,15,1,0,2,2,1,3,3,3,5,5,1,1,3,1,5,5,5,2,2,3,5.0,2,5,2,2,5,5,2,3,3,4,1,4,5,5,1,5,1.0
2010,9,2,0,2,1,1,3,4,3,3,3,2,1,4,3,4,4,4,2,2,2,0.0,2,4,2,4,5,3,2,3,4,3,2,5,5,5,4,4,1.0
2011,1,1,0,2,1,1,3,5,5,4,2,1,1,4,1,5,5,5,1,2,3,1.0,2,4,4,4,5,4,1,4,5,5,1,2,4,5,4,5,1.0
2012,2,2,0,2,1,2,3,3,3,4,4,5,1,2,2,5,5,4,4,2,4,1.0,2,5,4,5,5,5,1,4,4,5,1,2,5,5,1,5,1.0
2013,10,2,british blue,2,1,1,3,5,4,3,4,4,1,4,2,4,4,4,3,2,5,0.0,2,3,4,3,4,4,2,5,4,5,2,3,4,4,1,5,0.85
2014,2,2,0,2,1,1,3,5,5,3,4,1,1,4,1,5,4,5,1,2,1,0.0,2,5,5,5,5,5,4,4,5,5,2,5,5,5,1,5,1.0
